case_number,source,prompt,evaluation_seed,coco_id
12698,coco-30k,"Firetruck driving through city with lights on, fast.",39730,475529
12699,coco-30k,A large bird perched on top of a stick near a window.,53094,270705
12700,coco-30k,a trio of giraffes running through golden grass,15908,329939
12701,coco-30k,a photo of a train on a bridge above a river,95462,514722
12702,coco-30k,a wood bench is sitting near a pole,71154,247609
12703,coco-30k,a bunch of people are walking around outside,50544,201550
12704,coco-30k,a couple of red lights are on a pole,75806,101180
12705,coco-30k,Several people are standing on a city street.,14755,274451
12706,coco-30k,Tree green lined roadway on a misty day.,40663,553339
12707,coco-30k,A fire hydrant sits in front of office buildings. ,7903,22649
12708,coco-30k,Man posing in front of a pair of giraffes in background.,16083,6896
12709,coco-30k,A man is riding on a cart led by two cattle.,78686,523245
12710,coco-30k,A couple of yellow buses parked on top of a road.,95875,270893
12711,coco-30k,A small bird sitting on top of an open book.,63978,542776
12712,coco-30k,Two giraffes during day in field of grasses.,11762,504580
12713,coco-30k,A giraffe that is standing near a fence.,40325,506574
12714,coco-30k,A dark bird is sitting on a rock eating seed in the sun.,21700,296192
12715,coco-30k,"A smaller car is stopped at the red light, as traffic drives on. ",91172,246650
12716,coco-30k,A man with an umbrella hat stands next to another man.,33316,73702
12717,coco-30k,A row of traffic lights hanging over a suburban intersection.,11079,446861
12718,coco-30k,A pair of children sit on a giraffe while other children stand nearby.,3946,120767
12719,coco-30k,Small train with locomotive in front and trees lining trail.,81482,113570
12720,coco-30k,A young boy wearing a red catchers mitt.,97098,457538
12721,coco-30k,A tall monstrous looking street sign sitting on the side of a road.,40240,341801
12722,coco-30k,Vehicles are traveling down a snow covered hill. ,99243,51334
12723,coco-30k,A train is traveling fast down a track. ,57432,123663
12724,coco-30k,Two giraffes that are standing in the dirt.,15362,85005
12725,coco-30k,A vintage photo from the 1950's of a small town street lined with parked cars.,65549,126260
12726,coco-30k,An arrow on the sign points the way to the Oil City Restaurant drive thru window. ,13735,570045
12727,coco-30k,A bird is perched on a branch in a tree. ,86441,557329
12728,coco-30k,A young lady sitting on top of a wooden bench.,53868,493563
12729,coco-30k,A swimming pool with lanes marked for racing on the water's edge across from a large city.,47839,91912
12730,coco-30k,There is a sign in front of a brick house.,43057,86483
12731,coco-30k,Bird perched on a high branch in a tree,90249,111117
12732,coco-30k,Three people in suits posing outside of a bus,50983,47516
12733,coco-30k,A bunch of statues that have hats on their head.,29114,230932
12734,coco-30k,A park bench that is sitting in the grass.,78947,405660
12735,coco-30k,a long green and white bus driving down the road ,82887,252639
12736,coco-30k,Street lights and a lit up street sign at an intersection.,88315,8762
12737,coco-30k,A traffic light suspended in the air in front of a brown and red brick building.,18759,240084
12738,coco-30k,a white bird flies low over the water,76831,326667
12739,coco-30k,"A zebra walking inside of its pen, with its back to the camera.",81096,285388
12740,coco-30k,A train covered with graffiti moves along an urban track.,73288,53606
12741,coco-30k,a car at on intersection who has the green light,78958,46805
12742,coco-30k,A couple of giraffe standing next to each other.,15894,578238
12743,coco-30k,A group of giraffes standing in front of people taking pictures.,74176,80713
12744,coco-30k,a bicycle and parking sign that is upside down,20746,234433
12745,coco-30k,A road that has a car driving down it.,37900,473214
12746,coco-30k,A group of children on bus posing for camera,39665,388926
12747,coco-30k,Two double decker buses sit parked as tourists walk nearby.,12406,541879
12748,coco-30k,A black and white dog wearing a Santa Claus hat lying on the floor.,27908,302260
12749,coco-30k,An old brick building along side of a river,12107,318415
12750,coco-30k,A fire hydrant with a tire underneath it.,19974,152465
12751,coco-30k,A bus is seen coming up to a bus stop.,58678,162043
12752,coco-30k,A stop sign in the middle of two streets.,73396,417606
12753,coco-30k,A gray fire hydrant sitting next to a green hedge.,38881,169849
12754,coco-30k,A street view of on coming traffic underneath a street light.,35967,51089
12755,coco-30k,THIS IS A PHOTO OF TWO CROWS HUNTING ON A FEW BRANCHES OF A TREE,94990,456486
12756,coco-30k,A dog with a hat strapped to its head.,93780,356544
12757,coco-30k,"Passenger rail train moving quickly, everything around indesicriminate blur",48954,399274
12758,coco-30k,A black and white image of a train on tracks,74678,354868
12759,coco-30k,A man standing next to a red and silver fire hydrant.,78061,167074
12760,coco-30k,Three giraffes thinking their head over a wooden fence. ,78591,327500
12761,coco-30k,Group park benches light up any Park. ,65540,328786
12762,coco-30k,Man sitting in an innertube with a hat on the Sidneyville. ,32774,390283
12763,coco-30k,A bird is sitting on a branch among unfocused trees,36175,280480
12764,coco-30k,A bunch of birds sitting on a traffic light.,37716,458846
12765,coco-30k,The people are riding bicycles in the bicycle lane of the road. ,5338,424641
12766,coco-30k,"A street has a traffic light, a parked bicycle, and a car on it.",29994,120745
12767,coco-30k,A red fire hydrant is sitting in the woods near fallen leaves.,40138,537964
12768,coco-30k,a wood bench is next to a tree,50313,437514
12769,coco-30k,a white and black fire hydrant is on a curb,29395,529457
12770,coco-30k,A large commercial airliner is flying through the sky.,87028,233298
12771,coco-30k,A street sign on the edge of a street.,20080,183614
12772,coco-30k,A passenger train car that has been tagged with graffiti.,22042,187514
12773,coco-30k,The baby birds in a next tucked up under an eave.,21602,140582
12774,coco-30k,a yellow and white train some tracks and buildings,85414,334513
12775,coco-30k,A  person holding a Jesus sign in a  city.,5089,326726
12776,coco-30k,A bus driver watching a herd of sheep blocking a road.,63315,478380
12777,coco-30k,a white bus is on a city street,91457,525542
12778,coco-30k,"A metal pole with a traffic light attached, red right arrow illuminated, with green grass, green trees, and white sky in background.",21154,110282
12779,coco-30k,"Sparrow bird on branch, with beak inspecting leaves on branch",86284,128791
12780,coco-30k,A stop sign stands amongst a garden of cacti.,33746,235984
12781,coco-30k,a stop sign a white and green street sign and some trees,24596,523819
12782,coco-30k,A crowd of people standing on a sidewalk holding candles.,62006,274538
12783,coco-30k,People are boarding a bus parked at a stop.,31719,52007
12784,coco-30k,a green sign on a pole with a street light,50953,199257
12785,coco-30k,A group of giraffes stand together feeding on leaves in a large park.,39025,59386
12786,coco-30k,"An electric fence with a sign behind it that says ""A flood can happen anywhere.""",1239,300032
12787,coco-30k,Two people sitting on a bench silhouetted against the sea.,20877,58393
12788,coco-30k,a city bus drives down a street next to a building ,84063,282366
12789,coco-30k,a person holds a bird on its fingers ,33281,28134
12790,coco-30k,A giraffe walking close to a pool of water. ,79656,404273
12791,coco-30k,a yellow white and black bird and a bird feeder,11951,114420
12792,coco-30k,A train driving on the tracks near trees.,80465,116951
12793,coco-30k,A giraffe walking around in a fenced area in a zoo.,85339,112634
12794,coco-30k,"A man asleep on a park bench, with another empty bench next to him.",43977,116354
12795,coco-30k,A bus sitting parked on the cement near a building.,20557,150686
12796,coco-30k,A dog wearing a hat while in a car.,14814,311190
12797,coco-30k,Their is a boy reading a book and sitting down.,38721,25244
12798,coco-30k,A girl hanging on a street light pole that has quite a few lights on it.,78323,146855
12799,coco-30k,"Their is a hadron and their  in this lot,",2242,87875
12800,coco-30k,Several cows in a field with a train passing in the background.,57707,507950
12801,coco-30k,A fire hydrant next to a low brick wall.,39587,308167
12802,coco-30k,A yellow fire hydrant with a wet paint sign.,80727,94951
12803,coco-30k,Picnic tables on a patio covered in snow.,94414,413626
12804,coco-30k,Small group with a folding table next to a decorative old bus.,83168,553862
12805,coco-30k,A tennis player wears a headset while taking a break.,91951,474437
12806,coco-30k,a large giraffe following her kid into a room,9549,381173
12807,coco-30k,A bus stop that has buses under cover.,87344,366179
12808,coco-30k,A railing next to a dock with a warning post and life preserve available.,32208,181643
12809,coco-30k,A couple that are sitting on a bench under a umbrella.,72518,493321
12810,coco-30k,A train that is sitting on the tracks.,13171,57377
12811,coco-30k,A bunch of trains that are on a track.,94712,122535
12812,coco-30k,A couple of signs that are above a stop sign.,67301,305035
12813,coco-30k,A group of cows that are standing in the grass.,86940,277749
12814,coco-30k,A red bus is parked on the side of the road. ,29712,505162
12815,coco-30k,A bird that is flying over the sand.,12179,126107
12816,coco-30k,A sign on the side of a busy street outside a shopping center,40916,130386
12817,coco-30k,A couple of double high buses that are in the street.,38630,568439
12818,coco-30k,a person trying to open a fire hydrant ,11421,566923
12819,coco-30k,A woman looking out the window of a train.,82623,342869
12820,coco-30k,A black and white picture of a building with a neon sign.,38579,405945
12821,coco-30k,A train that is sitting on a track.,6203,494439
12822,coco-30k,a teddy bear that is sitting in a seat,59203,509468
12823,coco-30k,A street sign on a street near a large building. ,40249,503814
12824,coco-30k,A double decker bus parked in front of a tall building.,48358,503667
12825,coco-30k,An old abandoned train at the bottom of a mountain.,99650,310703
12826,coco-30k,A passanger bus stopped by the side of the road.,20244,276585
12827,coco-30k,A bus that is sitting in the street.,46989,144992
12828,coco-30k,A man who is riding a horse down a brick street.,27206,492282
12829,coco-30k,Two bulls who are walking on a street.,60253,316499
12830,coco-30k,A train that is sitting on the tracks.,51549,209610
12831,coco-30k,a pedestrian walk sign among these billboards signs,76946,88897
12832,coco-30k,A bunch of bins that are on a wooden table.,87921,112867
12833,coco-30k,Three women that are sitting on a bench.,71447,293315
12834,coco-30k,A group of sheep that are in the grass.,31193,546556
12835,coco-30k,a yellow pole that has a meter on top of it,18814,203483
12836,coco-30k,Sign indicating danger of falling rocks with snow,33644,489907
12837,coco-30k,Train on tracks inside of a brick station. ,6948,338220
12838,coco-30k,Stop sign at the intersection of two streets on a fall day. ,53081,262471
12839,coco-30k,a stop sign and across the street are some vehicles,48260,397628
