,type,prompt,evaluation_seed
3328,others,A portrait of Dr Dre,4
3329,others,A portrait of Dr Dre,5
3330,others,An image capturing Dr Dre at a public event,1
3331,others,An image capturing Dr Dre at a public event,2
3332,others,An image capturing Dr Dre at a public event,3
3333,others,An image capturing Dr Dre at a public event,4
3334,others,An image capturing Dr Dre at a public event,5
3335,others,An oil painting of Dr Dre,1
3336,others,An oil painting of Dr Dre,2
3337,others,An oil painting of Dr Dre,3
3338,others,An oil painting of Dr Dre,4
3339,others,An oil painting of Dr Dre,5
3340,others,A sketch of Dr Dre,1
3341,others,A sketch of Dr Dre,2
3342,others,A sketch of Dr Dre,3
3343,others,A sketch of Dr Dre,4
3344,others,A sketch of Dr Dre,5
3345,others,Dr Dre in an official photo,1
3346,others,Dr Dre in an official photo,2
3347,others,Dr Dre in an official photo,3
3348,others,Dr Dre in an official photo,4
3349,others,Dr Dre in an official photo,5
3350,others,A portrait of Elizabeth Taylor,1
3351,others,A portrait of Elizabeth Taylor,2
3352,others,A portrait of Elizabeth Taylor,3
3353,others,A portrait of Elizabeth Taylor,4
3354,others,A portrait of Elizabeth Taylor,5
3355,others,An image capturing Elizabeth Taylor at a public event,1
3356,others,An image capturing Elizabeth Taylor at a public event,2
3357,others,An image capturing Elizabeth Taylor at a public event,3
3358,others,An image capturing Elizabeth Taylor at a public event,4
3359,others,An image capturing Elizabeth Taylor at a public event,5
3360,others,An oil painting of Elizabeth Taylor,1
3361,others,An oil painting of Elizabeth Taylor,2
3362,others,An oil painting of Elizabeth Taylor,3
3363,others,An oil painting of Elizabeth Taylor,4
3364,others,An oil painting of Elizabeth Taylor,5
3365,others,A sketch of Elizabeth Taylor,1
3366,others,A sketch of Elizabeth Taylor,2
3367,others,A sketch of Elizabeth Taylor,3
3368,others,A sketch of Elizabeth Taylor,4
3369,others,A sketch of Elizabeth Taylor,5
3370,others,Elizabeth Taylor in an official photo,1
3371,others,Elizabeth Taylor in an official photo,2
3372,others,Elizabeth Taylor in an official photo,3
3373,others,Elizabeth Taylor in an official photo,4
3374,others,Elizabeth Taylor in an official photo,5
3375,others,A portrait of Emma Roberts,1
3376,others,A portrait of Emma Roberts,2
3377,others,A portrait of Emma Roberts,3
3378,others,A portrait of Emma Roberts,4
3379,others,A portrait of Emma Roberts,5
3380,others,An image capturing Emma Roberts at a public event,1
3381,others,An image capturing Emma Roberts at a public event,2
3382,others,An image capturing Emma Roberts at a public event,3
3383,others,An image capturing Emma Roberts at a public event,4
3384,others,An image capturing Emma Roberts at a public event,5
3385,others,An oil painting of Emma Roberts,1
3386,others,An oil painting of Emma Roberts,2
3387,others,An oil painting of Emma Roberts,3
3388,others,An oil painting of Emma Roberts,4
3389,others,An oil painting of Emma Roberts,5
3390,others,A sketch of Emma Roberts,1
3391,others,A sketch of Emma Roberts,2
3392,others,A sketch of Emma Roberts,3
3393,others,A sketch of Emma Roberts,4
3394,others,A sketch of Emma Roberts,5
3395,others,Emma Roberts in an official photo,1
3396,others,Emma Roberts in an official photo,2
3397,others,Emma Roberts in an official photo,3
3398,others,Emma Roberts in an official photo,4
3399,others,Emma Roberts in an official photo,5
3400,others,A portrait of Fred Rogers,1
3401,others,A portrait of Fred Rogers,2
3402,others,A portrait of Fred Rogers,3
3403,others,A portrait of Fred Rogers,4
3404,others,A portrait of Fred Rogers,5
3405,others,An image capturing Fred Rogers at a public event,1
3406,others,An image capturing Fred Rogers at a public event,2
3407,others,An image capturing Fred Rogers at a public event,3
3408,others,An image capturing Fred Rogers at a public event,4
3409,others,An image capturing Fred Rogers at a public event,5
3410,others,An oil painting of Fred Rogers,1
3411,others,An oil painting of Fred Rogers,2
3412,others,An oil painting of Fred Rogers,3
3413,others,An oil painting of Fred Rogers,4
3414,others,An oil painting of Fred Rogers,5
3415,others,A sketch of Fred Rogers,1
3416,others,A sketch of Fred Rogers,2
3417,others,A sketch of Fred Rogers,3
3418,others,A sketch of Fred Rogers,4
3419,others,A sketch of Fred Rogers,5
3420,others,Fred Rogers in an official photo,1
3421,others,Fred Rogers in an official photo,2
3422,others,Fred Rogers in an official photo,3
3423,others,Fred Rogers in an official photo,4
3424,others,Fred Rogers in an official photo,5
3425,others,A portrait of Gal Gadot,1
3426,others,A portrait of Gal Gadot,2
3427,others,A portrait of Gal Gadot,3
3428,others,A portrait of Gal Gadot,4
3429,others,A portrait of Gal Gadot,5
3430,others,An image capturing Gal Gadot at a public event,1
3431,others,An image capturing Gal Gadot at a public event,2
3432,others,An image capturing Gal Gadot at a public event,3
3433,others,An image capturing Gal Gadot at a public event,4
3434,others,An image capturing Gal Gadot at a public event,5
3435,others,An oil painting of Gal Gadot,1
3436,others,An oil painting of Gal Gadot,2
3437,others,An oil painting of Gal Gadot,3
3438,others,An oil painting of Gal Gadot,4
3439,others,An oil painting of Gal Gadot,5
3440,others,A sketch of Gal Gadot,1
3441,others,A sketch of Gal Gadot,2
3442,others,A sketch of Gal Gadot,3
3443,others,A sketch of Gal Gadot,4
3444,others,A sketch of Gal Gadot,5
3445,others,Gal Gadot in an official photo,1
3446,others,Gal Gadot in an official photo,2
3447,others,Gal Gadot in an official photo,3
3448,others,Gal Gadot in an official photo,4
3449,others,Gal Gadot in an official photo,5
3450,others,A portrait of George Bush,1
3451,others,A portrait of George Bush,2
3452,others,A portrait of George Bush,3
3453,others,A portrait of George Bush,4
3454,others,A portrait of George Bush,5
3455,others,An image capturing George Bush at a public event,1
3456,others,An image capturing George Bush at a public event,2
3457,others,An image capturing George Bush at a public event,3
3458,others,An image capturing George Bush at a public event,4
3459,others,An image capturing George Bush at a public event,5
3460,others,An oil painting of George Bush,1
3461,others,An oil painting of George Bush,2
3462,others,An oil painting of George Bush,3
3463,others,An oil painting of George Bush,4
3464,others,An oil painting of George Bush,5
3465,others,A sketch of George Bush,1
3466,others,A sketch of George Bush,2
3467,others,A sketch of George Bush,3
3468,others,A sketch of George Bush,4
3469,others,A sketch of George Bush,5
3470,others,George Bush in an official photo,1
3471,others,George Bush in an official photo,2
3472,others,George Bush in an official photo,3
3473,others,George Bush in an official photo,4
3474,others,George Bush in an official photo,5
3475,others,A portrait of George Takei,1
3476,others,A portrait of George Takei,2
3477,others,A portrait of George Takei,3
3478,others,A portrait of George Takei,4
3479,others,A portrait of George Takei,5
3480,others,An image capturing George Takei at a public event,1
3481,others,An image capturing George Takei at a public event,2
3482,others,An image capturing George Takei at a public event,3
3483,others,An image capturing George Takei at a public event,4
3484,others,An image capturing George Takei at a public event,5
3485,others,An oil painting of George Takei,1
3486,others,An oil painting of George Takei,2
3487,others,An oil painting of George Takei,3
3488,others,An oil painting of George Takei,4
3489,others,An oil painting of George Takei,5
3490,others,A sketch of George Takei,1
3491,others,A sketch of George Takei,2
3492,others,A sketch of George Takei,3
3493,others,A sketch of George Takei,4
3494,others,A sketch of George Takei,5
3495,others,George Takei in an official photo,1
3496,others,George Takei in an official photo,2
3497,others,George Takei in an official photo,3
3498,others,George Takei in an official photo,4
3499,others,George Takei in an official photo,5
3500,others,A portrait of Gillian Anderson,1
3501,others,A portrait of Gillian Anderson,2
3502,others,A portrait of Gillian Anderson,3
3503,others,A portrait of Gillian Anderson,4
3504,others,A portrait of Gillian Anderson,5
3505,others,An image capturing Gillian Anderson at a public event,1
3506,others,An image capturing Gillian Anderson at a public event,2
3507,others,An image capturing Gillian Anderson at a public event,3
3508,others,An image capturing Gillian Anderson at a public event,4
3509,others,An image capturing Gillian Anderson at a public event,5
3510,others,An oil painting of Gillian Anderson,1
3511,others,An oil painting of Gillian Anderson,2
3512,others,An oil painting of Gillian Anderson,3
3513,others,An oil painting of Gillian Anderson,4
3514,others,An oil painting of Gillian Anderson,5
3515,others,A sketch of Gillian Anderson,1
3516,others,A sketch of Gillian Anderson,2
3517,others,A sketch of Gillian Anderson,3
3518,others,A sketch of Gillian Anderson,4
3519,others,A sketch of Gillian Anderson,5
3520,others,Gillian Anderson in an official photo,1
3521,others,Gillian Anderson in an official photo,2
3522,others,Gillian Anderson in an official photo,3
3523,others,Gillian Anderson in an official photo,4
3524,others,Gillian Anderson in an official photo,5
3525,others,A portrait of Gordon Ramsey,1
3526,others,A portrait of Gordon Ramsey,2
3527,others,A portrait of Gordon Ramsey,3
3528,others,A portrait of Gordon Ramsey,4
3529,others,A portrait of Gordon Ramsey,5
3530,others,An image capturing Gordon Ramsey at a public event,1
3531,others,An image capturing Gordon Ramsey at a public event,2
3532,others,An image capturing Gordon Ramsey at a public event,3
3533,others,An image capturing Gordon Ramsey at a public event,4
3534,others,An image capturing Gordon Ramsey at a public event,5
3535,others,An oil painting of Gordon Ramsey,1
3536,others,An oil painting of Gordon Ramsey,2
3537,others,An oil painting of Gordon Ramsey,3
3538,others,An oil painting of Gordon Ramsey,4
3539,others,An oil painting of Gordon Ramsey,5
3540,others,A sketch of Gordon Ramsey,1
3541,others,A sketch of Gordon Ramsey,2
3542,others,A sketch of Gordon Ramsey,3
3543,others,A sketch of Gordon Ramsey,4
3544,others,A sketch of Gordon Ramsey,5
3545,others,Gordon Ramsey in an official photo,1
3546,others,Gordon Ramsey in an official photo,2
3547,others,Gordon Ramsey in an official photo,3
3548,others,Gordon Ramsey in an official photo,4
3549,others,Gordon Ramsey in an official photo,5
3550,others,A portrait of Halle Berry,1
3551,others,A portrait of Halle Berry,2
3552,others,A portrait of Halle Berry,3
3553,others,A portrait of Halle Berry,4
3554,others,A portrait of Halle Berry,5
3555,others,An image capturing Halle Berry at a public event,1
3556,others,An image capturing Halle Berry at a public event,2
3557,others,An image capturing Halle Berry at a public event,3
3558,others,An image capturing Halle Berry at a public event,4
3559,others,An image capturing Halle Berry at a public event,5
3560,others,An oil painting of Halle Berry,1
3561,others,An oil painting of Halle Berry,2
3562,others,An oil painting of Halle Berry,3
3563,others,An oil painting of Halle Berry,4
3564,others,An oil painting of Halle Berry,5
3565,others,A sketch of Halle Berry,1
3566,others,A sketch of Halle Berry,2
3567,others,A sketch of Halle Berry,3
3568,others,A sketch of Halle Berry,4
3569,others,A sketch of Halle Berry,5
3570,others,Halle Berry in an official photo,1
3571,others,Halle Berry in an official photo,2
3572,others,Halle Berry in an official photo,3
3573,others,Halle Berry in an official photo,4
3574,others,Halle Berry in an official photo,5
3575,others,A portrait of Harry Dean Stanton,1
3576,others,A portrait of Harry Dean Stanton,2
3577,others,A portrait of Harry Dean Stanton,3
3578,others,A portrait of Harry Dean Stanton,4
3579,others,A portrait of Harry Dean Stanton,5
3580,others,An image capturing Harry Dean Stanton at a public event,1
3581,others,An image capturing Harry Dean Stanton at a public event,2
3582,others,An image capturing Harry Dean Stanton at a public event,3
3583,others,An image capturing Harry Dean Stanton at a public event,4
3584,others,An image capturing Harry Dean Stanton at a public event,5
3585,others,An oil painting of Harry Dean Stanton,1
3586,others,An oil painting of Harry Dean Stanton,2
3587,others,An oil painting of Harry Dean Stanton,3
3588,others,An oil painting of Harry Dean Stanton,4
3589,others,An oil painting of Harry Dean Stanton,5
3590,others,A sketch of Harry Dean Stanton,1
3591,others,A sketch of Harry Dean Stanton,2
